,a,b,c
0,0.3722710944781191,0.6277068606361261,0.00028722972336830917
1,0.3865071092893537,0.6112967507929542,0.00031347320304271067
2,0.3860903064359216,0.6116327452259616,0.00035838144488950556
3,0.3793085126040541,0.6182220899362171,0.0003341357775626637
4,0.3947576779490672,0.6043892137920196,0.00040913129558428586
